Center Name,Center ID,District,District ID,PIN Code,State,Paid/Free,Minimum Age,Vaccine,Dose Capacity,Predicted Time Range,25-May,26-May,27-May,28-May,29-May,30-May,31-May,01-Jun,02-Jun,03-Jun,04-Jun,05-Jun,06-Jun,07-Jun,08-Jun,09-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,01-Jul,02-Jul,03-Jul,04-Jul,05-Jul,06-Jul,07-Jul,08-Jul,09-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,01-Aug,02-Aug,03-Aug,04-Aug,05-Aug,06-Aug,07-Aug,08-Aug,09-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPHC Nimaji Ki Kho (D),696022,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,,,,10:48,,09:41,06:06,19:24,09:47,06-Jun 10-16,06-Jun 22-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tansen Nagar Zone-4 (D),698701,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,11:46,,,09:34,,10:22,06:06,19:03,09:47,06-Jun 09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dabra Civil Hospital (D),696338,Gwalior,313,475110,Madhya Pradesh,Free,18,COVISHIELD,500,,,,11:59,11:46,17:11,,20:46,,,09:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Civil Airport Gwalior (D),721545,Gwalior,313,474020,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madhav Vidhi Mahavidhyalay(D),699250,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:24,17:53,,13:36,,15:21,06:06,22:22,,06-Jun 10-21,06-Jun 22-50,,,,,,,13-Jun 17-59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moti Mahal Dispensary,718043,Gwalior,313,474007,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,06:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dholi Bua Ka Pul Zone-17 (D),704245,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,11:19,18:14,,12:18,,14:13,06:06,09:55,09:47,06-Jun 11-14,06-Jun 23-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lootpura Zone-3 (D),704254,Gwalior,313,474009,Madhya Pradesh,Free,18,COVISHIELD,300,,,,10:01,,,,12:23,,14:18,10:00,09:55,09:47,06-Jun 11-08,06-Jun 23-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kullaith PHC (D),717423,Gwalior,313,474010,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,18:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AG Office Dispencery (D),697749,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 23-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bhitarwar CHC (E),717779,Gwalior,313,475220,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hastinapur PHC (D),704341,Gwalior,313,475002,Madhya Pradesh,Free,18,COVISHIELD,100,,,,10:50,,,,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nomehla Zone-2 (D),704249,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,11:19,18:09,,12:23,,14:18,06:06,19:34,09:47,06-Jun 11-08,06-Jun 23-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chinaur PHC (E),717803,Gwalior,313,475110,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birla Nagar MH (D),708234,Gwalior,313,474004,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:03,17:42,,18:35,,15:37,08:52,,,06-Jun 10-26,06-Jun 22-43,,,,,,,13-Jun 17-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPHC Ohadpur (D),696038,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,18:30,,14:39,06:06,09:55,09:47,,06-Jun 23-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dullupur CD (D),705509,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,18:45,,15:42,12:27,09:55,,06-Jun 11-03,06-Jun 22-28,,,,,,,13-Jun 17-39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shabd Pratap Ashram CD (D),708251,Gwalior,313,474010,Madhya Pradesh,Free,18,COVISHIELD,200,,,,10:39,12:13,17:27,,14:02,,15:32,08:26,09:55,,06-Jun 10-00,06-Jun 22-50,,,,,,,13-Jun 17-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagar Nigam Bal Bhavan (E),717579,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parsen PHC (D),704335,Gwalior,313,475002,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanjivani Clinic Aadars Mill D,697738,Gwalior,313,474008,Madhya Pradesh,Free,18,COVISHIELD,300,,,,09:46,,20:07,,12:13,,14:08,06:06,09:55,09:47,06-Jun 10-53,06-Jun 22-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagar Nigam Bal Bhavan (D),596800,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,,,,18:52,09:55,05-Jun 13-12,06-Jun 11-14,06-Jun 23-18,,09-Jun 13-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JIWAJI CLUB (D),696013,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,400,,,,09:35,11:57,,,,,,,09:55,09:47,06-Jun 09-39,06-Jun 22-35,08-Jun 09-26,09-Jun 09-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guda Gudi Ka Naka UPHC (D),704236,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,,,,10:42,,14:03,06:06,09:55,09:47,06-Jun 10-11,06-Jun 22-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Old High Court Dispensary (D),717420,Gwalior,313,474009,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shankarpur UPHC (D),704247,Gwalior,313,474010,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,18:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purani Chhawani UPHC (D),704258,Gwalior,313,474010,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,12:23,,14:18,06:06,19:34,09:47,,06-Jun 23-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salwai PHC (D),705236,Gwalior,313,475110,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,19:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pichore PHC (E),717654,Gwalior,313,475115,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Billowa PHC (E),717641,Gwalior,313,475001,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpna Takies Zone-8 (D),704281,Gwalior,313,474006,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:24,17:58,,12:49,,14:45,06:06,22:01,,06-Jun 11-40,06-Jun 23-04,,,,,,,13-Jun 18-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delight Takies Zone-15 (D),704306,Gwalior,313,474009,Madhya Pradesh,Free,18,COVISHIELD,200,,,,10:34,12:13,17:53,,13:51,,15:32,13:51,18:21,05-Jun 13-12,06-Jun 11-24,06-Jun 22-50,,,,,,,13-Jun 17-54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorkhi Scout Zone-19 (D),704316,Gwalior,313,474001,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,17:32,,18:35,,15:37,08:47,09:55,,06-Jun 09-28,06-Jun 22-35,,09-Jun 09-40,,,,,13-Jun 17-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Putti SHC (D),625109,Gwalior,313,475115,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rishi Galav Public School (D),706843,Gwalior,313,474005,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,17:27,,18:51,,15:42,,18:52,,06-Jun 11-30,06-Jun 22-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pagal Khana Zone-7 (D),698695,Gwalior,313,474010,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:08,17:42,,14:02,,15:32,08:52,09:55,09:47,06-Jun 11-19,06-Jun 22-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beti Hai To Kal Hai (D),706028,Gwalior,313,474003,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,11:46,,,09:34,,10:22,06:06,,09:47,06-Jun 09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hastinapur PHC (E),717765,Gwalior,313,475002,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR Medical College MC(One),571259,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,11:52,13:51,,10:21,,10:48,08:10,09:55,09:47,06-Jun 09-18,06-Jun 22-28,08-Jun 05-45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UPHC Pantnagar (D),704268,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,12:33,,14:24,06:06,19:45,09:47,,06-Jun 23-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KV 2 AFS GWALIOR (D),698519,Gwalior,313,474020,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,06-Jun 22-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Railway Hospital (D),697746,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,11:35,09:28,,09:29,,,06:06,18:52,09:47,06-Jun 08-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanik Petrol Pump Zone-10 (D),704312,Gwalior,313,474005,Madhya Pradesh,Free,18,COVISHIELD,300,,,,,,,,18:35,,15:37,08:52,19:45,,06-Jun 10-42,06-Jun 22-35,,,,,,,13-Jun 17-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAIT GYMC Club (D),696020,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,500,,,,,12:03,,,10:21,,13:05,06:06,09:55,09:47,06-Jun 09-34,,08-Jun 09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harijan Basti CD (D),705511,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:30,17:53,,13:25,,15:21,06:06,22:17,05-Jun 13-12,06-Jun 11-35,06-Jun 22-57,,,,,,,13-Jun 18-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHATIGAON SHC (D),718900,Gwalior,313,475330,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,18:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moti Mahal Zone-13 (NHC),701549,Gwalior,313,474007,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:24,17:53,,13:30,,15:21,06:06,22:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akbai SHC,624587,Gwalior,313,475005,Madhya Pradesh,Free,18,COVISHIELD,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utila PHC(E),717738,Gwalior,313,474006,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utila PHC(D),704350,Gwalior,313,474006,Madhya Pradesh,Free,18,COVISHIELD,100,,,,10:56,,,,18:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agriculture University (D),721549,Gwalior,313,474011,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Jail Gwalior,662099,Gwalior,313,474012,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,06-Jun 22-43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New High Court (D),697755,Gwalior,313,474011,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,,06-Jun 23-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Geniouse Kidds School (APS),701552,Gwalior,313,475002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,12:30,17:58,,13:25,,15:11,06:06,09:55,,06-Jun 11-40,06-Jun 23-04,,,,,,,13-Jun 18-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILITARY HOSP GWALIOR (D),717419,Gwalior,313,474007,Madhya Pradesh,Free,18,COVISHIELD,0,,,,,,,,,,,,,,06-Jun 11-35,06-Jun 22-57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kanwal Complex (Prem Motars(D),721553,Gwalior,313,474002,Madhya Pradesh,Free,18,COVISHIELD,200,,,,,,,,20:30,,14:34,06:06,09:55,05-Jun 13-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
