,Center Name,District,District ID
15590,HANDARGULI PHC - 1,Latur,383
15591,HARANGUL BK SC,Latur,383
15592,HASEGAON PHC - 1,Latur,383
15593,HER PHC - 1,Latur,383
15594,JANWAL PHC - 1,Latur,383
15595,JAWALA BK. PHC - 1,Latur,383
15596,JAWALGA POMADEVI PHC - 1,Latur,383
15597,KARADKHEL SC,Latur,383
15598,KAREPUR PHC - 1,Latur,383
15599,KASAR BALKUNDA PHC - 1,Latur,383
15600,KATGAON SC,Latur,383
15601,KAVA SC,Latur,383
15602,KHAROLA PHC - 1,Latur,383
15603,KINGAON PHC - 1,Latur,383
15604,KINI NAVRE SC,Latur,383
15605,LAMJANA PHC - 1,Latur,383
15606,LATE BV KALE AYUR COLLEG LATUR,Latur,383
15607,LOHARA - SC,Latur,383
15608,MADANSURI PHC - 1,Latur,383
15609,MATOLA PHC,Latur,383
15610,MC HOSPITAL LATUR,Latur,383
15611,MOGHA SC,Latur,383
15612,MUGAON SC,Latur,383
15613,NAGALGAON SC,Latur,383
15614,NALEGAON PHC - 1,Latur,383
15615,NALGIR PHC - 1,Latur,383
15616,NANDURGA SC MATOLA PHC,Latur,383
15617,NAVANDI SC,Latur,383
15618,NITUR PHC - 1,Latur,383
15619,NIWALI PHC - 1,Latur,383
15620,PANGAON PHC - 1,Latur,383
15621,PATODA SC,Latur,383
15622,POHREGAON PHC - 1,Latur,383
15623,RAJIV NAGAR UPHC - 1,Latur,383
15624,RH AHMADPUR - 1,Latur,383
15625,RH AUSA - 1,Latur,383
15626,RH BABHALGAON - 1,Latur,383
15627,RH CHAKUR - 1,Latur,383
15628,RH DEONI - 1,Latur,383
15629,RH JALKOT - 1,Latur,383
15630,RH KASARSHIRSHI - 1,Latur,383
15631,RH KILLARI - 1,Latur,383
15632,RH MURUD - 1,Latur,383
15633,RH RENAPUR - 1,Latur,383
15634,SAI VILLAGE MAHAPUR SC,Latur,383
15635,SAKOL PHC - 1,Latur,383
15636,SARASWATI VIDYALAY LATUR MC 2,Latur,383
15637,SATALA PHC - 1,Latur,383
15638,SAVARGAON SC GANGAPUR,Latur,383
15639,SDH NILANGA - 1,Latur,383
15640,SDH UDGIR - 1,Latur,383
15641,SHIRUR A PHC - 1,Latur,383
15642,SHIRUR TAJ PHC - 1,Latur,383
15643,SUGAON - SC,Latur,383
15644,SUPERSPECIALITY HOSP VDGMC,Latur,383
15645,TAKALGAON SC,Latur,383
15646,TALEGAON BORI - SC,Latur,383
15647,TALNI SC JAWALGA PD,Latur,383
15648,TANDULJA PHC - 1,Latur,383
15649,TONDAR SC SUGER FACTORY,Latur,383
15650,TONDCHIR SC SHELLAL,Latur,383
15651,UJANI PHC - 1,Latur,383
15652,VDGIMS GMC LATUR 1,Latur,383
15653,WADHWANA BK PHC - 1,Latur,383
15654,WAGHDARI SC,Latur,383
15655,WALANDI PHC - 1,Latur,383
15656,WANJARKHEDA SC,Latur,383
15657,WANJARWADA PHC - 1,Latur,383
15658,YASHWANT VIDYALAY LATUR MC 2,Latur,383
15659,DAHISAR COVID JUMBO -10,Mumbai,395
15660,DAHISAR COVID JUMBO -8,Mumbai,395
15661,DAHISAR COVID JUMBO 6,Mumbai,395
15662,KOKILABEN HOSPITAL 1,Mumbai,395
15663,SANJEEVNI HOSPITAL MALAD,Mumbai,395
15664,SANJEEVNI HOSPITAL MALAD E MUM,Mumbai,395
15665,1 NARKHED RURAL HOSPITAL,Nagpur,365
15666,10 ISOLATION HOSPITAL,Nagpur,365
15667,11 INDIRA GANDHI RUGNALAY,Nagpur,365
15668,15 KT NAGAR UPHC,Nagpur,365
15669,21 TAJBAGH HEALTH POST,Nagpur,365
15670,23 ESIS HOSPITAL,Nagpur,365
15671,24 BABULBAN AYUR DISPENSARY,Nagpur,365
15672,27 KHAMLA AYU. DISPENSARY,Nagpur,365
15673,28 BHAUSAHEB MULAK AYUR. KDK,Nagpur,365
15674,40 POLY CLINIC MOTIBAG,Nagpur,365
15675,44 DIPTI SINGNAL UPHC,Nagpur,365
15676,5 GMC SITE A WARD NO 49,Nagpur,365
15677,50 NARSALA UPHC CENTER,Nagpur,365
15678,51 NANDANVAN UPHC,Nagpur,365
15679,58 DICK DISPENSARY,Nagpur,365
15680,7 INDRA GANDHI MED. COLLEGE A,Nagpur,365
15681,ADASA SC DHAPEWADA,Nagpur,365
15682,ADEGAON PHC HINGNA,Nagpur,365
15683,ADYAL SC SOMNALA,Nagpur,365
15684,AJNI KHAPA SC SAONER,Nagpur,365
15685,AMGAON DISPENSARY CS,Nagpur,365
15686,ANJANGAON SC CHIRVA,Nagpur,365
15687,AROLI DISPENSARY CS,Nagpur,365
15688,ASHTHA DISPENSARY CV,Nagpur,365
15689,ASHTHA SC BELA,Nagpur,365
15690,ASOLA SC TAKALGHAT,Nagpur,365
15691,AWANDHI SUB CENTER GUMTHALAPHC,Nagpur,365
15692,BABULKHEDA UPHC SITE 2,Nagpur,365
15693,BADEGAON PHC SAONER,Nagpur,365
15694,BAZARGAON SUB CENTER VYAHAD,Nagpur,365
15695,BELA PHC UMRED,Nagpur,365
15696,BELDA SC HIWRABAZAR,Nagpur,365
15697,BELONA SC MOWAD PHC,Nagpur,365
15698,BESUR DISPENSARY CS,Nagpur,365
15699,BESUR DISPENSARY CV NAND PHC,Nagpur,365
15700,BHAGWANPUR SC NAND,Nagpur,365
15701,BHANDARBODI PHC RAMTEK,Nagpur,365
15702,BHANEGAON SUBCENTER,Nagpur,365
15703,BHARSINGI SC JALALKHEDA,Nagpur,365
15704,BHISHNUR DISPENSARY CS,Nagpur,365
15705,BHISHNUR DISPENSARY CV,Nagpur,365
15706,BHIWAPUR RH,Nagpur,365
15707,BHORGAD SC KACHARISAWANGA,Nagpur,365
15708,BHUGAON DISPENSARY CS,Nagpur,365
15709,BHUGAON DISPENSARY CV,Nagpur,365
15710,BORGAON SC DHAPEWADA,Nagpur,365
15711,BORKHEDI PHC NAGPUR,Nagpur,365
15712,BOTHALI SC BORKHEDI,Nagpur,365
15713,BRAHMANI DISPENSARY CS,Nagpur,365
15714,BRAHMANI DISPENSARY CV,Nagpur,365
15715,BUTIBORI DISPENSARY CS 2 ITI,Nagpur,365
15716,BUTIBORI DISPENSARY CV,Nagpur,365
15717,CHACHAR DISPENSARY CV,Nagpur,365
15718,CHACHER DISPENSARY CS,Nagpur,365
15719,CHICHADA SC NAGADHAN PHC,Nagpur,365
15720,CHICHOLI PHC SAONER,Nagpur,365
15721,CHIRVA PHC MOUDA,Nagpur,365
15722,DAHEGAON JOSHI PHC PARSEONI,Nagpur,365
15723,DEGMAKHURD SUBCENTER,Nagpur,365
15724,DEVALI PENDHARI SC KANHOLIBARA,Nagpur,365
15725,DHAMANGAON G SC NAND,Nagpur,365
15726,DHAMANGAON V SC JAWLI,Nagpur,365
15727,DHAMNA SUBCENTER,Nagpur,365
15728,DHANLA DISPENSARY CS,Nagpur,365
15729,DHANOLI SC KONDAMENDI PHC,Nagpur,365
15730,DHAPEWADA PHC KALMESHWAR,Nagpur,365
15731,DHARMAPUR SC SOMNALA,Nagpur,365
15732,DHARMAPURI SC KHAT,Nagpur,365
15733,DHARPLA SC SOMNALA,Nagpur,365
15734,DHAWALAPUR SUBCENTER,Nagpur,365
15735,DIGDOH SUBCENTER,Nagpur,365
15736,DIGHORI DISPENSARY CS,Nagpur,365
15737,DIGHORI DISPENSARY CV,Nagpur,365
15738,DIGHORI HEALTH POST,Nagpur,365
15739,DIGRAS SC YENWA,Nagpur,365
15740,DONGARGAON DISPENSARY,Nagpur,365
15741,DONGARGAON SITE,Nagpur,365
15742,DONGRI SUB CENTER NAGARDHAN,Nagpur,365
15743,DORLI BHA SC YENWA,Nagpur,365
15744,DORLI BHINGARE SUB CENTER,Nagpur,365
15745,DORLI PHC PARSEONI,Nagpur,365
15746,DR B R AMBEDKAR HOS WCL WALNI,Nagpur,365
15747,DR.AMBEDKAR HOSPITAL,Nagpur,365
15748,FETRI SC GONDKHAIRI,Nagpur,365
15749,GANGNER SC TARSA,Nagpur,365
15750,GAYATRI NAGAR SKATING HALL,Nagpur,365
15751,GHARATWADA SC KACHARISAWNGA,Nagpur,365
15752,GHATROHA SC JUNIKAMTHI KANHAN,Nagpur,365
15753,GODHANI SC GUMTHI,Nagpur,365
15754,GONDKHAIRI PHC KALMESHWAR,Nagpur,365
15755,GOTHANGAON SC MANDHAL,Nagpur,365
15756,GOWARI DISPENSARY CV,Nagpur,365
15757,GOWRI DISPENSARY CS,Nagpur,365
15758,GRAMSUR SC KONDHALI,Nagpur,365
15759,GUMGAON DISPENSARY CS,Nagpur,365
15760,GUMGAON DISPENSARY CV,Nagpur,365
15761,GUMTHI PHC KAMTHI,Nagpur,365
15762,GUMTHLA PHC KAMTHI,Nagpur,365
15763,HINGNA RH,Nagpur,365
15764,HIWRA BAZAR PHC RAMTEK,Nagpur,365
15765,ISAPUR SC PATANSANGI,Nagpur,365
15766,JALALKHEDA PHC NARKHED,Nagpur,365
15767,JAMGAON BUJURKA SC JALALKHEDA,Nagpur,365
15768,JATAMKHORA SC KELWAD,Nagpur,365
15769,JAWLI PHC,Nagpur,365
15770,JIWANAPUR DISP SITE 2 VELTUR,Nagpur,365
15771,JNC HOS KANHAN WCL 2,Nagpur,365
15772,JOGA SC KELWAD,Nagpur,365
15773,JUNI GRAMP. KARYALAY BRAHMANI,Nagpur,365
15774,JUNIKAMTHI SC GONDEGAON KANHAN,Nagpur,365
15775,JUNIKAMTHI SC KANHAN,Nagpur,365
15776,KACHARISAWANGA PHC KATOL,Nagpur,365
15777,KACHURWAHI SC NAGARDHAN,Nagpur,365
15778,KALAMBI SC GONDKHAIRI,Nagpur,365
15779,KALMESHWAR RH,Nagpur,365
15780,KAMTHI SDH,Nagpur,365
15781,KANDRI SC KANHAN,Nagpur,365
15782,KANHALGAON DISPENSARY CS,Nagpur,365
15783,KANHALGAON DISPENSARY CV,Nagpur,365
15784,KANHAN PHC PARSEONI,Nagpur,365
15785,KANHOLIBARA PHC HINGNA,Nagpur,365
15786,KARGAON DISPENSARY CS,Nagpur,365
15787,KARGAON SC JAWLI,Nagpur,365
15788,KATOL RH,Nagpur,365
15789,KAWDAS SC ADEGAON,Nagpur,365
15790,KELWAD PHC SAONER,Nagpur,365
15791,KHAIRGAON DISPENSARY SAWARGAON,Nagpur,365
15792,KHAIRI SCGUMATHALA PHC,Nagpur,365
15793,KHAIRY BIJEWADA DISPENSARY CS,Nagpur,365
15794,KHAIRY BIJEWADA DISPENSARY CV,Nagpur,365
15795,KHAIRY DHALGAON SC KHAPA,Nagpur,365
15796,KHAIRYPANNASE SC RAIPUR,Nagpur,365
15797,KHANDALA SC BORLI KANHAN,Nagpur,365
15798,KHANDALA SC GAUHIVRA KANHAN,Nagpur,365
15799,KHANDALA SC NILAJ KANHAN,Nagpur,365
15800,KHANGAON SC YENWA,Nagpur,365
15801,KHAPA PHC SAONER,Nagpur,365
15802,KHAPRI GANDHI SC KANHOLIBARA,Nagpur,365
15803,KHAPRI SC BORKHEDI,Nagpur,365
15804,KHASALA SC GUMTHALA,Nagpur,365
15805,KHAT PHC MOUDA,Nagpur,365
15806,KHUBALA SC BADEGAON,Nagpur,365
15807,KHURSAPAR SC KELWAD,Nagpur,365
15808,KHURSAPAR SC KONDHALI,Nagpur,365
15809,KODAMENDHI PHC,Nagpur,365
15810,KOHALI SC MOHPA,Nagpur,365
15811,KONDHADWALI SC KACHARI SAWANGA,Nagpur,365
15812,KONDHALI PHC KATOL,Nagpur,365
15813,KOTEWADA SC TAKALGHAT,Nagpur,365
15814,KOTHURNA DISPENSARY CV,Nagpur,365
15815,KUHI RH SITE 1,Nagpur,365
15816,KUMARI SC MANSAR PHC,Nagpur,365
15817,KUNAL HOSPITAL,Nagpur,365
15818,LADGAON SC KACHARI SAWANGA,Nagpur,365
15819,LAVA SC VYAHAD PHC,Nagpur,365
15820,LINGA SC GONDKHAIRY,Nagpur,365
15821,LOHARI SAWANGA DISPENSARY CS,Nagpur,365
15822,MAHADULA SC BHANDARBODI,Nagpur,365
15823,MAHADULA SC GUMTHI,Nagpur,365
15824,MAHALGAON SC NAND,Nagpur,365
15825,MAHATMA GANDHI SAMAJ BAHVAN,Nagpur,365
15826,MAHENDRI SC JALALKHEDA,Nagpur,365
15827,MAHULI DISPENSARY CS,Nagpur,365
15828,MAHULI DISPENSARY CV,Nagpur,365
15829,MAHURZARI SC GONDKHAIRI,Nagpur,365
15830,MAKARDHOKDA PHC,Nagpur,365
15831,MALEGAON SUBCENTER,Nagpur,365
15832,MALEWADA SC JAWLI,Nagpur,365
15833,MALNI SC TITUR,Nagpur,365
15834,MANDAVI SC MOHPA,Nagpur,365
15835,MANDHAL PHC KUHI,Nagpur,365
15836,MANEWADA UPHC,Nagpur,365
15837,MANGRUL SC NAND,Nagpur,365
15838,MANNATH KHEDI DISPENSARY CS,Nagpur,365
15839,MANSAR PHC RAMTEK,Nagpur,365
15840,MASALA SC KONDHALI,Nagpur,365
15841,MASOD SUBCENTER,Nagpur,365
15842,MATHANI SC CHIRVA,Nagpur,365
15843,MEDHA DISPENSARY CS,Nagpur,365
15844,MEDHA DISPENSARY CV,Nagpur,365
15845,MENDHALA PHC NARKHED,Nagpur,365
15846,MENDHEPATHAR SC KACHARISAWANGA,Nagpur,365
15847,MH(ONLY FOR DEFENCE PERSONNEL),Nagpur,365
15848,MIHAN INDIA LIMITED AIRPORT,Nagpur,365
15849,MOHGAON JILPI DISPENSARY CS,Nagpur,365
15850,MOHGAON JILPI DISPENSARY CV,Nagpur,365
15851,MOHPA PHC KALMESHWAR,Nagpur,365
15852,MONDHA SC RAIPUR,Nagpur,365
15853,MOUDA RURAL HOSPITAL,Nagpur,365
15854,MOWAD PHC NARKHED,Nagpur,365
15855,MURTI DISPENSARY CS,Nagpur,365
15856,MURTI DISPENSARY CV,Nagpur,365
15857,MUSEWADI SC BAHANDARBODI PHC,Nagpur,365
15858,NAGARDHAN PHC RAMTEK,Nagpur,365
15859,NAKSHI SC SOMNALA,Nagpur,365
15860,NAND PHC,Nagpur,365
15861,NANDAGOMUKH SUBCENTER,Nagpur,365
15862,NARHAR SC NAVEGAON KHAIRI,Nagpur,365
15863,NAVEGAON KHAIRI PHC PARSEONI,Nagpur,365
15864,NIHARWANI DISPENSARY CS,Nagpur,365
15865,NILDOH SUBCENTER,Nagpur,365
15866,NIMKHEDA SC TARSA,Nagpur,365
15867,NISHANGHAT SC BELA,Nagpur,365
15868,ORDNANCE FACTORY HOSPITAL 2,Nagpur,365
15869,PACHGAON PHC UMRED,Nagpur,365
15870,PALASAWLI SC NAVEGAON KHAIRY,Nagpur,365
15871,PANJARA SUBCENTER,Nagpur,365
15872,PARADSINGA SUBCENTER,Nagpur,365
15873,PARDI DESHMUKH SC MOHPA,Nagpur,365
15874,PARSEONI RH,Nagpur,365
15875,PARSODI SC MOHPA,Nagpur,365
15876,PATANSAONGI PHC SAONER,Nagpur,365
15877,PATHRAI SC HIWARA BAZAR,Nagpur,365
15878,PHC KARWAHI RAMTEK,Nagpur,365
15879,PIPLA KEVALARAM DISPENSARY CV,Nagpur,365
15880,PIPLA KEVLARAM DISPENSARY CS,Nagpur,365
15881,PIPLA SC MOHPA,Nagpur,365
15882,PIPLA SUB CENTER PATANSAWANGI,Nagpur,365
15883,POTA SUBCENTER,Nagpur,365
15884,PULLAR SC SOMNALA,Nagpur,365
15885,PUSAGONDHI SC KONDHALI,Nagpur,365
15886,RAIPUR PHC,Nagpur,365
15887,RAJOLA SC SALVA,Nagpur,365
15888,RAMTEK SDH,Nagpur,365
15889,RAULGAON SC KACHARISAWANGA,Nagpur,365
15890,REWRAL SC KODAMENDHI,Nagpur,365
15891,RIDHORA DISPENSARY CV,Nagpur,365
15892,RIDHORA SC KACHARISAWANGA,Nagpur,365
15893,ROHANA SC JALALKHEDA,Nagpur,365
15894,SALAI SC PACHGAON,Nagpur,365
15895,SALAI TAKADI DISPENSARY CS,Nagpur,365
15896,SALAI TEKADI DISPENSARY CV,Nagpur,365
15897,SALAIDHABA SUBCENTER,Nagpur,365
15898,SALESHAHARI DISPENSARY CV,Nagpur,365
15899,SALESHAHRI DISPENSARY CS,Nagpur,365
15900,SALVA PHC KUHI,Nagpur,365
15901,SAMAJ BHAVAN GAJANAN NAGAR,Nagpur,365
15902,SAONER RH,Nagpur,365
15903,SATAK PHC PARSEONI,Nagpur,365
15904,SAWANGI KHU. BELA,Nagpur,365
15905,SAWARGAON PHC NARKHED,Nagpur,365
15906,SAWARMETHA SC PATNSAWNGI,Nagpur,365
15907,SAWLI SC DHAPEWADA,Nagpur,365
15908,SC BORDOH YENWA,Nagpur,365
15909,SC ISAPUR KHU. YENWA PHC,Nagpur,365
15910,SC WARODA DHAPEWADA,Nagpur,365
15911,SHAKYAMUNI SAMAJ BHAWAN,Nagpur,365
15912,SHEDESHWAR SC BELA,Nagpur,365
15913,SHIRUL SBUCENTER,Nagpur,365
15914,SHITALA MATA MANDIR SAMAJ BHAV,Nagpur,365
15915,SHIVA DISPENSARY CV,Nagpur,365
15916,SHIVAPUR DISPENSRY CS,Nagpur,365
15917,SHIVAPUR SC JAWLI,Nagpur,365
15918,SILLEWADA SC CHICHOLI,Nagpur,365
15919,SINGARKHEDA SC SAWARGAON,Nagpur,365
15920,SIRONJI SUBCENTER,Nagpur,365
15921,SIRSI PHC,Nagpur,365
15922,SITAPUR SUB CENTER,Nagpur,365
15923,SOMNALA PHC,Nagpur,365
15924,SONEGAON LODHI SC BORKHEDI,Nagpur,365
15925,SONEGAON SUB CENTER KALMESHWAR,Nagpur,365
15926,SONEGAON SUBCENTER,Nagpur,365
15927,SUB CENTER BINA,Nagpur,365
15928,SUB CENTER DONGARGAON,Nagpur,365
15929,SUB CENTER KHAPA NARSALA,Nagpur,365
15930,SUB CENTER KOCCHI,Nagpur,365
15931,SUB CENTER KORADI,Nagpur,365
15932,SUB CENTER KOTHODI,Nagpur,365
15933,SUB CENTER KOTHULNA,Nagpur,365
15934,SUB CENTER SURADEVI,Nagpur,365
15935,SUB CENTER UMARI,Nagpur,365
15936,SUB CENTER WAKI,Nagpur,365
15937,SUB CENTER WAKODI,Nagpur,365
15938,SUB CENTER YERLA DHOTE,Nagpur,365
15939,SUSUNDRI SC MOHPA,Nagpur,365
15940,TAKALGHAT PHC HINGNA,Nagpur,365
15941,TANDA SC KHAT,Nagpur,365
15942,TARNA DISP SITE 2 MANDHAL,Nagpur,365
15943,TARODI DISPENSARY CS,Nagpur,365
15944,TARODI DISPENSARY CV,Nagpur,365
15945,TARSA PHC MOUDA,Nagpur,365
15946,TEKADI SC KANHAN PHC,Nagpur,365
15947,TEL KAMATHI DISPENSARY CV,Nagpur,365
15948,TELGAON SC TISHTI,Nagpur,365
15949,TELKAMTHI SC TISHTI,Nagpur,365
15950,THADIPAWNI DISPENSARY CS,Nagpur,365
15951,TISHTI PHC KALMESHWAR,Nagpur,365
15952,TITUR PHC KUHI,Nagpur,365
15953,TPS KHAPARKHEDA CHICHOLI,Nagpur,365
15954,UBALI DISPENSARY CS,Nagpur,365
15955,UBALI SC MOHPA,Nagpur,365
15956,UMRED RH,Nagpur,365
15957,UMRI WAGH DISPENSARY CS,Nagpur,365
15958,UMRI WAGH DISPENSARY CV,Nagpur,365
15959,UPERWAHI SUBCENTER,Nagpur,365
15960,VELGAON DISP SITE 2 MANDHAL,Nagpur,365
15961,VELGAON DISPENSARY,Nagpur,365
15962,VELTUR PHC KUHI,Nagpur,365
15963,VIHIRGAON SC PACHGAON,Nagpur,365
15964,VYAHAD PHC,Nagpur,365
15965,WADAMBA SC KARWAHI PHC,Nagpur,365
15966,WADGAON SC BELA,Nagpur,365
15967,WADI SUBCENTER,Nagpur,365
15968,WADODA SUB CENTER,Nagpur,365
15969,WAG SC MANDHAL,Nagpur,365
15970,WAKODI DISPENSARY CV,Nagpur,365
15971,WANDLI SC YENWA,Nagpur,365
15972,WCL HOSPITAL WAGHODA SAONER,Nagpur,365
15973,WCL UMRED,Nagpur,365
15974,WCL UMRED SITE 2,Nagpur,365
15975,YENIKONI SC SAWARGAON,Nagpur,365
15976,YENWA PHC KATOL,Nagpur,365
15977,YERKHEDA SC GUMATHI PHC,Nagpur,365
15978,ZILPA SC YENWA,Nagpur,365
15979,ARDHAPUR MALEGAON PHC,Nanded,382
15980,BHOKAR BHOSI PANDURNA SC,Nanded,382
15981,BHOKAR BHOSI PHC,Nanded,382
15982,BHOKAR BHOSI THERBAN SC,Nanded,382
15983,BHOKAR KINI PHC,Nanded,382
15984,BILOLI KUNDALWADI ARALI SC,Nanded,382
15985,BILOLI KUNDALWADI ARJAPUR SC,Nanded,382
15986,BILOLI KUNDALWADI PHC,Nanded,382
15987,BILOLI LOHGAON DUGAON SC,Nanded,382
15988,BILOLI LOHGAON PHC,Nanded,382
15989,BILOLI SAGROLI PHC,Nanded,382
15990,BILOLI SHANKARNAGAR ATKALI SC,Nanded,382
15991,BILOLI SHANKARNAGAR PHC,Nanded,382
15992,DEGLOOR HANEGAON BEMBRA SC,Nanded,382
15993,DEGLOOR HANEGAON KUMARPALLI SC,Nanded,382
15994,DEGLOOR HANEGAON MALEGAON SC,Nanded,382
15995,DEGLOOR HANEGAON SHILWANI SC,Nanded,382
15996,DEGLOOR MARKHEL BHAYEGAON SC,Nanded,382
15997,DEGLOOR MARKHEL TADKHEL SC,Nanded,382
15998,DEGLOOR SHAHAPUR ALUR SC,Nanded,382
15999,DEGLOOR SHAHAPUR NARANGAL SC,Nanded,382
16000,DEGLOOR SHAHAPUR PHC,Nanded,382
16001,DEGLOOR SHAHAPUR SHELGAON SC,Nanded,382
16002,DEGLOOR SHAHAPUR WANNALI SC,Nanded,382
16003,DISTRICT AYURVED MEDICAL COLL,Nanded,382
16004,DISTRICT SGGS COVISHIELD,Nanded,382
16005,H NAGAR CHINCHORDI WADGAON SC,Nanded,382
16006,H NAGAR SARSAM PAWANA SC,Nanded,382
16007,HADGAON ASHTI BANCHINCHOLI SC,Nanded,382
16008,HADGAON ASHTI PHC,Nanded,382
16009,HADGAON NIMGAO CHINCHGAVAN SC,Nanded,382
16010,HADGAON NIMGAON CHABHARA SC,Nanded,382
16011,HADGAON NIMGAON MANATHA SC,Nanded,382
16012,HADGAON NIMGAON PHC,Nanded,382
16013,HADGAON TAMSA PHC,Nanded,382
16014,HADGAON WAIFANA GHOGRI SC,Nanded,382
16015,HADGAON WAIFANA LOHA SC,Nanded,382
16016,HADGAON WAIFANA PHC,Nanded,382
16017,HADGAON WAIPANA CHIKALA SC,Nanded,382
16018,HADGAON WAIPANA PATHRAD SC,Nanded,382
16019,JANGAMWADI COVISHIL ABOVE 45,Nanded,382
16020,KANDHAR KURULA DIGRAS KH. SC,Nanded,382
16021,KANDHAR PETHWADAJ PHC,Nanded,382
16022,KAUTHA UHC COVISHIL-1 ABOVE 45,Nanded,382
16023,KHANAPUR PHC,Nanded,382
16024,KINWAT APPARAOPE CHIKHALI SC,Nanded,382
16025,LOHA KALAMBAR PHC NEW,Nanded,382
16026,LOHA KALMBER TELKI SC,Nanded,382
16027,LOHA KAPSI HATNI SC,Nanded,382
16028,LOHA KAPSI MARTALA SC,Nanded,382
16029,LOHA KAPSI PHC,Nanded,382
16030,LOHA KAPSI SUGAON SC,Nanded,382
16031,LOHA KAPSI UMARA SC,Nanded,382
16032,LOHA KAPSI WAKA SC,Nanded,382
16033,LOHA MALAKOLI ASHTOOR SC,Nanded,382
16034,LOHA MALAKOLI DONGARGAON SC,Nanded,382
16035,LOHA MALAKOLI RISANGAON SC,Nanded,382
16036,LOHA PENOOR DHANORA SC,Nanded,382
16037,LOHA PENOOR SUNEGAON SC,Nanded,382
16038,LOHA SONKHED DAGADGAO SC,Nanded,382
16039,LOHA SONKHED KIWALA SC,Nanded,382
16040,LOHA SONKHED PHC,Nanded,382
16041,LOHA SONKHED WADEPURI SC,Nanded,382
16042,MAHUR WANOLA PHC,Nanded,382
16043,MUDKHED MUGAT PHC,Nanded,382
16044,MUKHED BARHALI DAPKA G SC,Nanded,382
16045,MUKHED BARHALI HASNAL SC,Nanded,382
16046,MUKHED BARHALI KALAMBAR SC,Nanded,382
16047,MUKHED BARHALI MANJARI SC,Nanded,382
16048,MUKHED BARHALI PHC,Nanded,382
16049,MUKHED BARHALI RAVANGAON SC,Nanded,382
16050,MUKHED BARHALI SUGAON SC,Nanded,382
16051,MUKHED BARHALI WADGAON SC,Nanded,382
16052,MUKHED BETMOGRA BETMOGRA SC,Nanded,382
16053,MUKHED BETMOGRA EKLARA SC,Nanded,382
16054,MUKHED BETMOGRA HANGARGA SC,Nanded,382
16055,MUKHED BETMOGRA MAULI SC,Nanded,382
16056,MUKHED CHANDOLA .SALGARA SC,Nanded,382
16057,MUKHED CHANDOLA MOTARGA SC,Nanded,382
16058,MUKHED CHANDOLA PHC,Nanded,382
16059,MUKHED JAMB BK DAPKA R SC,Nanded,382
16060,MUKHED RAJURA BILLALI SC,Nanded,382
16061,MUKHED RAJURA JAHOOR SC,Nanded,382
16062,MUKHED RAJURA PALA SC,Nanded,382
16063,MUKHED RAJURA PHC,Nanded,382
16064,MUKHED RAJURA UNDRI SC,Nanded,382
16065,MUKHED RAJURA YEWATI SC,Nanded,382
16066,MUKHED SAWARGAON BELI BK SC,Nanded,382
16067,MUKHED SAWARGAON HONWADAJ SC,Nanded,382
16068,MUKHED SAWARGAON JUNNA SC,Nanded,382
16069,MUKHED SAWARGAON KAMJALGA SC,Nanded,382
16070,MUKHED SAWARMAL DEGAON SC,Nanded,382
16071,MUKHED SAWARMAL GOJEGAON SC,Nanded,382
16072,MUKHED SAWARMAL MUKRAMABAD SC,Nanded,382
16073,MUKHED SAWARMAL PHC,Nanded,382
16074,MUKRAMABAD PHC,Nanded,382
16075,NAIGAON BARBADA PHC,Nanded,382
16076,NANDED LIMBGAON PAWDEWADI SC,Nanded,382
16077,NANDED LIMBGAON TALNI SC,Nanded,382
16078,NANDED MARKAND VISHNUPURI SC,Nanded,382
16079,NANDED RAHATI PHC,Nanded,382
16080,NANDED TUPPA DHANEGAON SC,Nanded,382
16081,NANDED TUPPA KAKANDI SC,Nanded,382
16082,NANDED TUPPA PHC,Nanded,382
16083,RH BARAD COVISHIELD,Nanded,382
16084,RH DHARMABAD COVISHIELD,Nanded,382
16085,RH NAIGAON COVISHIELD,Nanded,382
16086,RH SDH GOKUNDA COVISHIELD,Nanded,382
16087,RH SDH HADGAON COVISHIELD,Nanded,382
16088,RH UMRI COVISHEILD,Nanded,382
16089,SHIVAJI NAGAR UHC COVISH 45,Nanded,382
16090,UHC MOH CIDCO HOSP,Nanded,382
16091,UHC MOH HAIDARBAG,Nanded,382
16092,AGRAWAL BHAWAN NAVAPUR,Nandurbar,387
16093,AKKALKUWA RH,Nandurbar,387
16094,BORAD PHC,Nandurbar,387
16095,BORAD PHC COVISHIELD,Nandurbar,387
16096,BRITISH ANKUSH VIHIR PHC,Nandurbar,387
16097,CHHAT. SHIVAJI NATYA GRUHA,Nandurbar,387
16098,CHULWAD PHC,Nandurbar,387
16099,CIVIL HOSPITAL,Nandurbar,387
16100,CS CHINCHPADA,Nandurbar,387
16101,CS DHANRAT,Nandurbar,387
16102,CS DOGEGAON PHC,Nandurbar,387
16103,CS GATADI,Nandurbar,387
16104,CS KHANDBARA RH,Nandurbar,387
16105,CS NAVAPUR SDH,Nandurbar,387
16106,CS PALSUN COVISHIEL,Nandurbar,387
16107,CS PRATAPPUR,Nandurbar,387
16108,CS UMRAN,Nandurbar,387
16109,CS VAVADI,Nandurbar,387
16110,CS VISARWADI,Nandurbar,387
16111,CS ZAMANZAR,Nandurbar,387
16112,DAB PHC,Nandurbar,387
